SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLAR PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MSL,LATITUDE,LONGITUDE
PAST SALE,Townhouse,4927 NE Holman St,Portland,OR,97218,308000,2,2.5,Portland Northeast,1272,1742,1998,863,242,17,Sold,http://www.redfin.com/OR/Portland/4927-NE-Holman-St-97218/home/26528409,RMLS,19438226,45.568404,-122.611805
PAST SALE,Single Family Residential,14147 SE Harney St,Portland,OR,97236,430000,4,2.5,Portland Southeast,2800,7840,2003,625,154,15,Sold,http://www.redfin.com/OR/Portland/14147-SE-Harney-St-97236/home/26594359,RMLS,19052757,45.4627701,-122.5172505
PAST SALE,Townhouse,4889 NW 162nd Ter,Portland,OR,97229,368000,3,2.5,Arbor Parc,1476,1306,2007,1562,249,162,Sold,http://www.redfin.com/OR/Portland/4889-NW-162nd-Ter-97229/home/25792435,RMLS,17299257,45.5552059,-122.8443029
PAST SALE,Townhouse,6337 NW 160th Ave,Portland,OR,97229,365000,3,2.5,NORTH BETHANY CREEK,1366,1742,2015,1142,267,163,Sold,http://www.redfin.com/OR/Portland/6337-NW-160th-Ave-97229/home/65681343,RMLS,18665797,45.5654676,-122.8422017
PAST SALE,Townhouse,6383 NW 160th Ave,Portland,OR,97229,356000,3,2.5,North Bethany,1366,1742,2015,1495,261,163,Sold,http://www.redfin.com/OR/Portland/6383-NW-160th-Ave-97229/home/65681340,RMLS,17109087,45.5658159,-122.842261
PAST SALE,Townhouse,6371 NW 160th Ave,Portland,OR,97229,395000,3,2.5,NORTH BETHANY CREEK,1404,1742,2015,263,281,175,Sold,http://www.redfin.com/OR/Portland/6371-NW-160th-Ave-97229/home/65681339,RMLS,20659605,45.5658153,-122.8423484
PAST SALE,Townhouse,15977 NW French Ln,Portland,OR,97229,360000,3,2.5,NW Washington Co or Sauvie Island,1404,1742,2015,1236,256,163,Sold,http://www.redfin.com/OR/Portland/15977-NW-French-Ln-97229/home/65681337,RMLS,18469452,45.5660421,-122.8415205
PAST SALE,Single Family Residential,15955 NW Rossetta St,Portland,OR,97229,565000,5,3,BETHANY CREEK,3010,3920,2015,1649,188,60,Sold,http://www.redfin.com/OR/Portland/15955-NW-Rossetta-St-97229/home/65681311,RMLS,16694854,45.5673359,-122.8415082
PAST SALE,Single Family Residential,15948 NW Rossetta St,Portland,OR,97229,660000,5,4,NORTH BETHANY CREEK,3385,4356,2015,701,195,60,Sold,http://www.redfin.com/OR/Portland/15948-NW-Rossetta-St-97229/home/65681309,RMLS,19182035,45.5669349,-122.8413466
PAST SALE,Single Family Residential,15982 NW Rossetta St,Portland,OR,97229,605500,6,4,NORTH BETHANY CREEK,3005,4356,2015,1331,201,60,Sold,http://www.redfin.com/OR/Portland/15982-NW-Rossetta-St-97229/home/65681306,RMLS,17522726,45.5669505,-122.8419367
PAST SALE,Single Family Residential,15963 NW Linder St,Portland,OR,97229,565000,5,3,NW Washington Co or Sauvie Island,2698,4356,2015,1800,209,60,Sold,http://www.redfin.com/OR/Portland/15963-NW-Linder-St-97229/home/65681281,RMLS,16632769,45.5686977,-122.841628
PAST SALE,Single Family Residential,15907 NW Rossetta St,Portland,OR,97229,553000,4,3,NORTH BETHANY CREEK,2425,3920,2015,1219,228,60,Sold,http://www.redfin.com/OR/Portland/15907-NW-Rossetta-St-97229/home/65681288,RMLS,18595105,45.5673981,-122.8408049
PAST SALE,Townhouse,15900 NW Brugger Rd,Portland,OR,97229,442000,3,2.5,North Bethany Creek,2010,3049,2015,911,220,163,Sold,http://www.redfin.com/OR/Portland/15900-NW-Brugger-Rd-97229/home/65681269,RMLS,19186886,45.5691829,-122.8407053
PAST SALE,Townhouse,15906 NW Brugger Rd,Portland,OR,97229,419000,3,2.5,NORTH BETHANY CREEK,1774,1800,2015,1074,236,163,Sold,http://www.redfin.com/OR/Portland/15906-NW-Brugger-Rd-97229/home/65681268,RMLS,18299121,45.569032,-122.8408502
PAST SALE,Townhouse,15996 NW Brugger Rd,Portland,OR,97229,460000,3,2.5,North Bethany Creek,1962,3484,2015,491,234,170,Sold,http://www.redfin.com/OR/Portland/15996-NW-Brugger-Rd-97229/home/65681249,RMLS,20619187,45.5691071,-122.8420951
PAST SALE,Single Family Residential,14228 SW Tewkesbury Dr,Portland,OR,97224,580000,4,2.5,Eagles View,2615,4791,2001,29,222,35,Sold,http://www.redfin.com/OR/Portland/14228-SW-Tewkesbury-Dr-97224/home/26560171,RMLS,21512744,45.4070583,-122.8228175
PAST SALE,Single Family Residential,13217 SW Hazelcrest Way,Tigard,OR,97224,680000,5,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2615,5227,2014,173,260,63,Sold,http://www.redfin.com/OR/Tigard/13217-SW-Hazelcrest-Way-97224/home/65681459,RMLS,21280740,45.4110903,-122.8127333
PAST SALE,Single Family Residential,13271 SW Hazelcrest Way,Tigard,OR,97224,575000,4,2.5,Sequoia Heights,2615,5227,2014,1096,220,60,Sold,http://www.redfin.com/OR/Tigard/13271-SW-Hazelcrest-Way-97224/home/65681456,RMLS,18374054,45.4110944,-122.8134817
PAST SALE,Single Family Residential,5583 NW 132nd Ave,Portland,OR,97229,750000,5,3,Arbor Heights,3215,6098,2007,1478,233,126,Sold,http://www.redfin.com/OR/Portland/5583-NW-132nd-Ave-97229/home/26731005,RMLS,17181733,45.5596332,-122.8132298
PAST SALE,Single Family Residential,13276 SW Hazelcrest Way,Tigard,OR,97224,535000,4,2.5,Sequoia Heights,2615,4356,2015,843,205,62,Sold,http://www.redfin.com/OR/Tigard/13276-SW-Hazelcrest-Way-97224/home/65681467,RMLS,19249068,45.4107494,-122.8135334
PAST SALE,Single Family Residential,13373 NW Lombardy Dr,Portland,OR,97229,898000,5,3,Bethany Arbor Heights,3191,6098,2015,239,281,140,Sold,http://www.redfin.com/OR/Portland/13373-NW-Lombardy-Dr-97229/home/65681395,RMLS,20616492,45.561602,-122.8145947
PAST SALE,Single Family Residential,11190 SW Waverly Pl,Portland,OR,97210,755000,4,2.5,"Beaverton, Aloha",2827,20037,1967,743,267,13,Sold,http://www.redfin.com/OR/Portland/11190-SW-Waverly-Pl-97225/home/26571923,RMLS,19638528,45.5031438,-122.7918953
PAST SALE,Single Family Residential,15953 NW Heckman Ln,Portland,OR,97229,586000,5,3,NORTH BETHANY CREEK,2264,4356,2014,640,259,60,Sold,http://www.redfin.com/OR/Portland/15953-NW-Heckman-Ln-97229/home/65681296,RMLS,19135644,45.5680411,-122.8414928
PAST SALE,Single Family Residential,13357 NW Greenwood Dr,Portland,OR,97229,835000,5,3,NW Washington Co or Sauvie Island,3492,6098,2016,1055,239,121,Sold,http://www.redfin.com/OR/Portland/13357-NW-Greenwood-Dr-97229/home/65681381,RMLS,18536400,45.5608387,-122.8145355
PAST SALE,Single Family Residential,13328 NW Lombardy Dr,Portland,OR,97229,930000,6,4,NW Washington Co or Sauvie Island,3653,7840,2016,869,255,125,Sold,http://www.redfin.com/OR/Portland/13328-NW-Lombardy-Dr-97229/home/65681371,RMLS,19399053,45.5612334,-122.8143328
PAST SALE,Single Family Residential,138 Kingsgate Rd,Lake Oswego,OR,97035,466000,3,2.5,Westlake,1680,3920,1984,771,277,100,Sold,http://www.redfin.com/OR/Lake-Oswego/138-Kingsgate-Rd-97035/home/25734067,RMLS,19591903,45.431801,-122.7291247
PAST SALE,Townhouse,15733 NE Beech St,Portland,OR,97230,212000,2,2,Portland Northeast,1096,1742,2000,953,193,120,Sold,http://www.redfin.com/OR/Portland/15733-NE-Beech-St-97230/home/25832778,RMLS,18525892,45.550149,-122.501073
PAST SALE,Single Family Residential,10702 NE 5th Ave,Portland,OR,97211,300000,3,2.5,ROTH ESTATES,1644,2178,1997,1374,182,8,Sold,http://www.redfin.com/OR/Portland/10702-NE-5th-Ave-97211/home/25850464,RMLS,17097221,45.6000908,-122.6601215
PAST SALE,Single Family Residential,925 SW Mozart Ter,Portland,OR,97225,450000,4,2.5,WEST HAVEN,1773,2178,2009,638,254,77,Sold,http://www.redfin.com/OR/Portland/925-SW-Mozart-Ter-97225/home/26555865,RMLS,19494633,45.5130657,-122.7712624
PAST SALE,Townhouse,10280 NW Forestview Way,Portland,OR,97229,383500,3,2.5,Mill Woods Townhomes,1660,3049,2001,1488,231,205,Sold,http://www.redfin.com/OR/Portland/10280-NW-Forestview-Way-97229/home/26704437,RMLS,17138512,45.532213,-122.7828449
PAST SALE,Single Family Residential,9516 SW Jonathan Ct,Portland,OR,97219,554900,4,2.5,INDIAN HILLS,2296,6098,1994,779,242,33,Sold,http://www.redfin.com/OR/Portland/9516-SW-Jonathan-Ct-97219/unit-C/home/26523403,RMLS,19137731,45.4565174,-122.7078837
PAST SALE,Single Family Residential,7256 NW Baneberry Pl #21,Portland,OR,97229,597995,5,3.5,ABBEY CREEK IN BETHANY,2680,3920,2018,795,223,74,Sold,http://www.redfin.com/OR/Portland/7256-NW-Oakfern-Dr-97229/unit-21/home/147887425,RMLS,18385224,45.54113007,-122.7773743
PAST SALE,Single Family Residential,2383 NW Byrne Ter,Portland,OR,97229,680000,4,3.5,Bonny Slope,2846,3484,2005,29,239,25,Sold,http://www.redfin.com/OR/Portland/2383-NW-Byrne-Ter-97229/home/25766722,RMLS,21118484,45.5368823,-122.7965255
PAST SALE,Single Family Residential,4263 NW Ashbrook Dr,Portland,OR,97229,744900,4,3.5,THOMPSON WOODS - ARBOR,2905,3920,2019,585,256,83,Sold,http://www.redfin.com/OR/Portland/4263-NW-Ashbrook-Dr-97229/home/147036459,RMLS,19124918,45.550307,-122.8052879
PAST SALE,Single Family Residential,10858 NW Claire Ct,Portland,OR,97229,749900,5,4,IRON RIDGE ESTATES,3544,4791,2015,1520,212,48,Sold,http://www.redfin.com/OR/Portland/10858-NW-Claire-Ct-97229/home/65636345,RMLS,17047535,45.5374162,-122.7886079
PAST SALE,Single Family Residential,16868 NW Bernietta Ct,Portland,OR,97229,715000,4,3,Graf meadows,3262,7840,1996,82,219,25,Sold,http://www.redfin.com/OR/Portland/16868-NW-Bernietta-Ct-97229/home/26684068,RMLS,21236202,45.5627453,-122.8507549
PAST SALE,Townhouse,16521 NW Rossetta St,Portland,OR,97229,425500,3,2.5,Arbor Oaks,1677,2613,2013,907,254,100,Sold,http://www.redfin.com/OR/Portland/16521-NW-Rossetta-St-97229/home/45459705,RMLS,19346517,45.5686476,-122.8474949
PAST SALE,Single Family Residential,689 SW Stephenson St,Portland,OR,97219,875000,3,2.5,Tryon Creek Estates,3818,10018,2016,683,229,42,Sold,http://www.redfin.com/OR/Portland/689-SW-Stephenson-St-97219/home/65636285,RMLS,19071558,45.4394989,-122.6864163
PAST SALE,Single Family Residential,690 SW Stephenson St,Portland,OR,97219,850000,6,4,"Portland West, Raleigh Hills",3290,9147,2017,1353,258,25,Sold,http://www.redfin.com/OR/Portland/690-SW-Stephenson-St-97219/home/65636266,RMLS,17472909,45.4396936,-122.6860469
PAST SALE,Single Family Residential,672 SW Stephenson St,Portland,OR,97219,869950,4,4,"Portland West, Raleigh Hills",4100,9583,2017,1586,212,25,Sold,http://www.redfin.com/OR/Portland/672-SW-Stephenson-St-97219/home/65636265,RMLS,17506290,45.4396457,-122.6856772
PAST SALE,Townhouse,8841 SE 13th Ave,Portland,OR,97202,463600,4,3,SELLWOOD,1758,871,2007,1355,264,235,Sold,http://www.redfin.com/OR/Portland/8841-SE-13th-Ave-97202/home/25795977,RMLS,17261660,45.4587673,-122.6531474
PAST SALE,Single Family Residential,662 SW Stephenson St,Portland,OR,97219,1070950,4,4.5,"Portland West, Raleigh Hills",4178,12196,2018,995,256,83,Sold,http://www.redfin.com/OR/Portland/662-SW-Stephenson-St-97219/home/65636264,RMLS,18445865,45.4389165,-122.6867046
PAST SALE,Single Family Residential,656 SW Stephenson St,Portland,OR,97219,1075000,4,3,"Portland West, Raleigh Hills",3518,9583,2019,613,306,83,Sold,http://www.redfin.com/OR/Portland/656-SW-Stephenson-St-97219/home/65636263,RMLS,19346407,45.4389463,-122.6859975
PAST SALE,Single Family Residential,9330 N Woolsey Ave,Portland,OR,97203,320000,3,2.5,New Columbia,1362,2178,2007,458,235,101,Sold,http://www.redfin.com/OR/Portland/9330-N-Woolsey-Ave-97203/home/26620893,RMLS,20127090,45.590895,-122.7137469
PAST SALE,Single Family Residential,2225 NE 157th Ave,Portland,OR,97230,347000,2,2,Summerplace,1296,4356,1990,997,268,300,Sold,http://www.redfin.com/OR/Portland/2225-NE-157th-Ave-97230/home/26554307,RMLS,18666458,45.5393554,-122.5016011
PAST SALE,Single Family Residential,6929 NW 170th Ave,Portland,OR,97229,671000,5,3,ARBOR OAKS,2792,4791,2013,1241,240,103,Sold,http://www.redfin.com/OR/Portland/6929-NW-170th-Ave-97229/home/52920887,RMLS,18014668,45.5695721,-122.8524476
PAST SALE,Single Family Residential,9956 NW Skyline Heights Dr,Portland,OR,97229,933000,5,3.5,SKYLINE / FOREST HEIGHTS,3879,7840,2002,1241,241,42,Sold,http://www.redfin.com/OR/Portland/9956-NW-Skyline-Heights-Dr-97229/home/26564313,RMLS,18125615,45.5506472,-122.779019
PAST SALE,Single Family Residential,12408 NW Welsh Dr,Portland,OR,97229,654000,4,2.5,NW Washington Co or Sauvie Island,2795,10018,1994,1486,234,10,Sold,http://www.redfin.com/OR/Portland/12408-NW-Welsh-Dr-97229/home/26652762,RMLS,17306136,45.5470331,-122.8044895
PAST SALE,Single Family Residential,9401 NW Ember Ln,Portland,OR,97229,482500,4,2.5,"Portland West, Raleigh Hills",2171,3049,2013,1608,222,52,Sold,http://www.redfin.com/OR/Portland/9401-NW-Ember-Ln-97229/home/26737759,RMLS,17583005,45.5278303,-122.7739131
PAST SALE,Single Family Residential,8596 SE Constance Dr,Happy Valley,OR,97086,866500,4,3.5,Altamont North,5695,23958,2006,627,152,67,Sold,http://www.redfin.com/OR/Happy-Valley/8596-SE-Constance-Dr-97086/home/25754954,RMLS,19147131,45.4597203,-122.5631254
PAST SALE,Single Family Residential,8547 SE Constance Dr,Happy Valley,OR,97086,811370,4,3.5,Altamont North,4754,12196,2005,1492,171,67,Sold,http://www.redfin.com/OR/Happy-Valley/8547-SE-Constance-Dr-97086/home/26069738,RMLS,17024115,45.4606614,-122.56249
PAST SALE,Single Family Residential,11542 SE Carter Ln,Portland,OR,97086,577624,5,3,LINCOLN HEIGHTS,3684,10018,2007,1590,157,45,Sold,http://www.redfin.com/OR/Happy-Valley/11542-SE-Carter-Ln-97086/home/25984152,RMLS,17189212,45.4551512,-122.5439727
PAST SALE,Single Family Residential,13380 SE Portland View Pl,Happy Valley,OR,97086,467720,3,2.5,The Falls,2760,6969,2004,1243,169,37,Sold,http://www.redfin.com/OR/Happy-Valley/13380-SE-Portland-View-Pl-97086/home/26051728,RMLS,18439510,45.4601201,-122.5256284
PAST SALE,Single Family Residential,14363 NW Tradewind St,Portland,OR,97229,760000,5,3,OAKRIDGE ESTATES,2667,6534,1997,99,285,27,Sold,http://www.redfin.com/OR/Portland/14363-NW-Tradewind-St-97229/home/26666149,RMLS,21505806,45.5557138,-122.8249396
PAST SALE,Single Family Residential,12034 NW Hiller Ln Unit L139,Portland,OR,97229,1025997,5,4.5,NW Washington Co or Sauvie Island,3790,6969,2020,340,271,83,Sold,http://www.redfin.com/OR/Portland/12034-NW-Hiller-Ln-97229/home/161341836,RMLS,19567829,45.5500039,-122.8005023
PAST SALE,Single Family Residential,12574 NW Waker Dr,Portland,OR,97229,915000,4,3.5,NW Washington Co or Sauvie Island,4001,10018,2001,1234,229,12,Sold,http://www.redfin.com/OR/Portland/12574-NW-Waker-Dr-97229/home/26657520,RMLS,18557289,45.5368772,-122.8054819
PAST SALE,Single Family Residential,9287 SE Emmert View Ct,Happy Valley,OR,97086,480000,5,3,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2657,12632,2003,1116,181,70,Sold,http://www.redfin.com/OR/Happy-Valley/9287-SE-Emmert-View-Ct-97086/home/25750068,RMLS,18205303,45.4575838,-122.5675692
PAST SALE,Single Family Residential,9634 NW Skyview Dr,Portland,OR,97231,889000,4,3.5,"Portland West, Raleigh Hills",4190,46173,1998,1538,212,33,Sold,http://www.redfin.com/OR/Portland/9634-NW-Skyview-Dr-97231/home/26321792,RMLS,17145496,45.592938,-122.8244654
PAST SALE,Single Family Residential,10117 NW Langworthy Ter,Portland,OR,97229,1100000,4,3.5,"Portland West, Raleigh Hills",4893,10454,2004,1724,225,49,Sold,http://www.redfin.com/OR/Portland/10117-NW-Langworthy-Ter-97229/home/26566390,RMLS,16412779,45.548939,-122.7815128
PAST SALE,Single Family Residential,3510 NW Bronson Crest Loop,Portland,OR,97229,1175000,5,4.5,Bronson Creek Estates,4349,16988,1990,1053,270,38,Sold,http://www.redfin.com/OR/Portland/3510-NW-Bronson-Crest-Loop-97229/home/26706298,RMLS,18234883,45.5451271,-122.8204273
PAST SALE,Single Family Residential,6022 Eikrem Ln,Milwaukie,OR,97267,496512,3,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2180,8276,2003,1131,228,23,Sold,http://www.redfin.com/OR/Milwaukie/6022-SE-Eikrem-Ln-97267/home/26070346,RMLS,18244197,45.4017537,-122.6019557
PAST SALE,Single Family Residential,605 SW Arboretum Cir,Portland,OR,97221,620000,3,2.5,Arboretum Hills,1706,7405,1985,1137,363,73,Sold,http://www.redfin.com/OR/Portland/605-SW-Arboretum-Cir-97221/home/26544109,RMLS,18075935,45.5184942,-122.7221216
PAST SALE,Single Family Residential,12052 SW Turnagain Dr,Tigard,OR,97224,715000,4,2.5,BULL MOUNTAIN,2242,6534,2016,75,319,36,Sold,http://www.redfin.com/OR/Tigard/12052-SW-Turnagain-Dr-97224/home/101102115,RMLS,21300204,45.4101441,-122.8014049
PAST SALE,Single Family Residential,9402 NW Wood Rose Loop,Portland,OR,97229,687200,3,2.5,FOREST HEIGHTS,3296,12632,1994,1808,208,48,Sold,http://www.redfin.com/OR/Portland/9402-NW-Wood-Rose-Loop-97229/home/25752186,RMLS,16364574,45.535585,-122.7735924
PAST SALE,Single Family Residential,16318 NE Fargo St,Portland,OR,97230,273000,2,2,Portland Northeast,1424,3484,1978,1601,192,77,Sold,http://www.redfin.com/OR/Portland/16318-NE-Fargo-St-97230/home/26363103,RMLS,16605282,45.5453468,-122.4937476
PAST SALE,Single Family Residential,5230 SW Burton Dr,Portland,OR,97221,1350000,5,3.5,Sylvan Highlands,3417,20908,1941,176,395,42,Sold,http://www.redfin.com/OR/Portland/5230-SW-Burton-Dr-97221/home/26495274,RMLS,21341426,45.5132557,-122.7313255
PAST SALE,Single Family Residential,3124 SW Fairmount Blvd,Portland,OR,97239,1520000,6,4.5,Hessler Heights,5279,29185,1956,1436,288,17,Sold,http://www.redfin.com/OR/Portland/3124-SW-Fairmount-Blvd-97239/home/26477118,RMLS,17106824,45.4869185,-122.6940821
PAST SALE,Single Family Residential,12878 NW Kyla Ln,Portland,OR,97229,535000,3,2.5,NW Washington Co or Sauvie Island,2534,4791,2006,1311,211,21,Sold,http://www.redfin.com/OR/Portland/12878-NW-Kyla-Ln-97229/home/26731158,RMLS,17341296,45.5576309,-122.8089034
PAST SALE,Single Family Residential,2109 NE 150th Ave,Portland,OR,97230,325000,2,2,Summerplace,1244,5227,1981,1152,261,25,Sold,http://www.redfin.com/OR/Portland/2109-NE-150th-Ave-97230/home/26598977,RMLS,18559962,45.5380687,-122.5073165
PAST SALE,Single Family Residential,3349 NW 153rd Ter,Portland,OR,97229,1200000,4,4.5,Bronson Farm,5881,20908,1991,726,204,40,Sold,http://www.redfin.com/OR/Portland/3349-NW-153rd-Ter-97229/home/45459638,RMLS,19187042,45.5438727,-122.8350383
PAST SALE,Single Family Residential,5555 NW 132nd Ave,Portland,OR,97229,993000,6,3,NW Washington Co or Sauvie Island,3502,6098,2007,33,284,144,Sold,http://www.redfin.com/OR/Portland/5555-NW-132nd-Ave-97229/home/26732358,RMLS,21061770,45.5594957,-122.8132103
PAST SALE,Single Family Residential,8319 NW Reed Dr,Portland,OR,97229,740000,4,2.5,FOREST HEIGHTS/NW PORTLAND,2946,16988,1991,44,251,4,Sold,http://www.redfin.com/OR/Portland/8319-NW-Reed-Dr-97229/home/26582353,RMLS,21477414,45.5397089,-122.7633337
PAST SALE,Single Family Residential,13743 NE Fremont Ct,Portland,OR,97230,377000,4,3,ARGAY TERRACE,3218,8712,1962,1737,117,23,Sold,http://www.redfin.com/OR/Portland/13743-NE-Fremont-Ct-97230/home/26511551,RMLS,16525789,45.5474834,-122.5209479
PAST SALE,Single Family Residential,15847 NW Claremont Dr,Portland,OR,97229,743500,3,2,Claremont,1902,6098,1994,606,391,91,Sold,http://www.redfin.com/OR/Portland/15847-NW-Claremont-Dr-97229/home/26689578,RMLS,19236470,45.5514017,-122.8400946
PAST SALE,Single Family Residential,5788 NW Skycrest Pkwy,Portland,OR,97229,620000,3,2.5,BETHANY TERRACE,2724,6098,2007,1566,228,13,Sold,http://www.redfin.com/OR/Portland/5788-NW-Skycrest-Pkwy-97229/home/25761692,RMLS,17041036,45.5614578,-122.8211725
PAST SALE,Single Family Residential,8948 SW 75th Pl,Portland,OR,97223,410000,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1496,2613,2009,738,274,23,Sold,http://www.redfin.com/OR/Portland/8948-SW-75th-Pl-97223/home/25881695,RMLS,19231948,45.4552602,-122.7534599
PAST SALE,Single Family Residential,13827 NW Thompson Rd,Portland,OR,97229,683000,4,2.5,NW Washington Co or Sauvie Island,3248,6534,2007,1577,210,138,Sold,http://www.redfin.com/OR/Portland/13827-NW-Thompson-Rd-97229/home/25775984,RMLS,17048319,45.5449177,-122.819481
PAST SALE,Single Family Residential,7436 SE 157th Ave,Portland,OR,97236,443900,4,3,Hawthorne Ridge,2740,6098,2000,1509,162,33,Sold,http://www.redfin.com/OR/Portland/7436-SE-157th-Ave-97236/home/26406443,RMLS,17293623,45.4689158,-122.5011136
PAST SALE,Townhouse,1444 Boca Ratan Dr,Lake Oswego,OR,97034,363000,3,2,"Lake Oswego, West Linn",1393,1742,1969,814,261,287,Sold,http://www.redfin.com/OR/Lake-Oswego/1444-Boca-Ratan-Dr-97034/home/26041051,RMLS,19560847,45.4313003,-122.6794014
