SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLAR PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MSL,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,14215 SE Crystal Springs Blvd,Portland,OR,97236,535000,2,3,Portland Southeast,2855,7840,1982,17,187,6,Active,http://www.redfin.com/OR/Portland/14215-SE-Crystal-Springs-Blvd-97236/home/26572562,RMLS,21330802,45.4641887,-122.5166587
MLS Listing,Single Family Residential,15540 SE Henderson Way,Portland,OR,97236,549900,5,3,HAWTHORNE RIDGE,2597,6098,1999,17,212,37,Active,http://www.redfin.com/OR/Portland/15540-SE-Henderson-Way-97236/home/26555076,RMLS,21597884,45.4694595,-122.5026892
MLS Listing,Single Family Residential,13885 SW 163rd Ter,Tigard,OR,97223,675000,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2917,6534,2003,17,231,33,Active,http://www.redfin.com/OR/Tigard/13885-SW-163rd-Ter-97223/home/26698847,RMLS,21189858,45.4193342,-122.8446945
MLS Listing,Townhouse,4890 NW Huserik Dr,Portland,OR,97229,507900,2,3,NW Washington Co or Sauvie Island,1900,3484,1999,20,267,272,Active,http://www.redfin.com/OR/Portland/4890-NW-Huserik-Dr-97229/home/26667677,RMLS,21519953,45.554916,-122.8295971
MLS Listing,Townhouse,15144 NW Marianna St,Portland,OR,97229,399900,2,2.5,Bethany Creek Park,1349,871,2018,22,296,281,Active,http://www.redfin.com/OR/Portland/15144-NW-Marianna-St-97229/home/144694370,RMLS,21677491,45.570127,-122.833105
MLS Listing,Single Family Residential,12898 NW Bayonne Ln,Portland,OR,97229,689900,4,2.5,BAUER HIGHLANDS,2701,5227,2003,22,255,17,Active,http://www.redfin.com/OR/Portland/12898-NW-Bayonne-Ln-97229/home/26711806,RMLS,21373285,45.5517638,-122.8097358
MLS Listing,Single Family Residential,4865 NW Allenbach Pl,Portland,OR,97229,649000,4,2.5,NW Washington Co or Sauvie Island,2026,6969,1988,23,320,14,Active,http://www.redfin.com/OR/Portland/4865-NW-Allenbach-Pl-97229/home/25769600,RMLS,21369289,45.554657,-122.858331
MLS Listing,Single Family Residential,13661 NW Stonebridge Dr,Portland,OR,97229,809000,4,3,NW Washington Co or Sauvie Island,2862,6969,2003,23,283,29,Active,http://www.redfin.com/OR/Portland/13661-NW-Stonebridge-Dr-97229/home/26696581,RMLS,21386461,45.5484661,-122.8177953
MLS Listing,Single Family Residential,13823 NW Glendoveer Dr,Portland,OR,97231,1395000,4,5.5,"Portland West, Raleigh Hills",6939,50093,2001,24,201,56,Active,http://www.redfin.com/OR/Portland/13823-NW-Glendoveer-Dr-97231/home/26527334,RMLS,21167550,45.5967222,-122.8203333
MLS Listing,Single Family Residential,11643 SE Flavel St,Portland,OR,97266,435000,3,2.5,PORTNOMAH PARK,1750,3049,1979,24,249,242,Active,http://www.redfin.com/OR/Portland/11643-SE-Flavel-St-97266/home/26489939,RMLS,21590046,45.4697345,-122.5441485
MLS Listing,Single Family Residential,15736 NE Knott St,Portland,OR,97230,495000,3,2.5,Summerplace,2212,5662,1988,25,224,27,Active,http://www.redfin.com/OR/Portland/15736-NE-Knott-St-97230/home/26473630,RMLS,21018002,45.5404362,-122.5007862
MLS Listing,Single Family Residential,2526 NW Rhodes Ln,Portland,OR,97229,688888,3,2.5,FOREST HEIGHTS,1849,6098,2000,26,373,85,Active,http://www.redfin.com/OR/Portland/2526-NW-Rhodes-Ln-97229/home/26553106,RMLS,21304477,45.5413616,-122.7761616
MLS Listing,Single Family Residential,1716 S Corbett Hill Cir,Portland,OR,97219,2098000,3,4.5,"Portland West, Raleigh Hills",4796,27878,1985,26,437,179,Active,http://www.redfin.com/OR/Portland/1716-S-Corbett-Hill-Cir-97219/home/26408356,RMLS,21174156,45.4386055,-122.6617028
MLS Listing,Single Family Residential,16181 NW Canterwood Way,Portland,OR,97229,875000,2,2.5,CLAREMONT,2619,6534,1995,28,334,93,Active,http://www.redfin.com/OR/Portland/16181-NW-Canterwood-Way-97229/home/25784775,RMLS,21036295,45.5512601,-122.8455733
MLS Listing,Single Family Residential,4510 NW Ashbrook Dr Lot 200,Portland,OR,97229,949950,5,3,THOMPSON WOODS - WHH,2971,5662,2021,29,320,87,Active,http://www.redfin.com/OR/Portland/4510-NW-Ashbrook-Dr-97229/unit-200/home/176027757,RMLS,21273108,45.552115,-122.8047885
MLS Listing,Single Family Residential,3625 SW 60th Pl,Portland,OR,97221,1300000,4,3.5,Raleigh Ridge Estates,4689,12632,1991,29,277,25,Active,http://www.redfin.com/OR/Portland/3625-SW-60th-Pl-97221/home/26575320,RMLS,21191160,45.4967881,-122.740106
MLS Listing,Townhouse,2321 SE Taylor St,Portland,OR,97214,599000,3,2.5,Buckman,1628,2613,1994,30,368,50,Active,http://www.redfin.com/OR/Portland/2321-SE-Taylor-St-97214/home/26497825,RMLS,21031518,45.5152519,-122.64205
MLS Listing,Single Family Residential,1811 NW Cedar Ridge Dr,Portland,OR,97229,1470000,4,3.5,Ridgeview,4948,12632,2002,30,297,53,Active,http://www.redfin.com/OR/Portland/1811-NW-Cedar-Ridge-Dr-97229/home/25735255,RMLS,21009576,45.535739,-122.76295
MLS Listing,Single Family Residential,13158 NW Hartford St,Portland,OR,97229,700000,4,2.5,Crystal Park,2724,5662,2000,31,257,15,Active,http://www.redfin.com/OR/Portland/13158-NW-Hartford-St-97229/home/26670383,RMLS,21640485,45.5447451,-122.8123552
MLS Listing,Single Family Residential,5260 NW 126th Ter,Portland,OR,97229,739000,5,3,Bannister Creek,3416,8276,2004,32,216,17,Active,http://www.redfin.com/OR/Portland/5260-NW-126th-Ter-97229/home/26654094,RMLS,21404074,45.5573937,-122.8056792
MLS Listing,Single Family Residential,7 Garibaldi St,Lake Oswego,OR,97035,1450000,4,3.5,"Lake Oswego, West Linn",6303,10454,2003,36,230,88,Active,http://www.redfin.com/OR/Lake-Oswego/7-Garibaldi-St-97035/home/26514032,RMLS,21421061,45.4377713,-122.7198651
MLS Listing,Townhouse,71 NE 134th Pl,Portland,OR,97230,402900,3,2.5,HARTS CROSSING,1513,1742,2021,36,266,148,Active,http://www.redfin.com/OR/Portland/71-NE-134th-Pl-97230/home/171721105,RMLS,21373791,45.523046,-122.524989
MLS Listing,Single Family Residential,1184 SW Fairfax Pl,Portland,OR,97225,1350000,4,4,"Portland West, Raleigh Hills",4646,14374,1990,36,291,108,Active,http://www.redfin.com/OR/Portland/1184-SW-Fairfax-Pl-97225/home/26675063,RMLS,21654645,45.5111387,-122.7501888
MLS Listing,Single Family Residential,15303 SE Bybee Dr,Portland,OR,97236,595000,5,3,Portland Southeast,3405,7840,2003,37,175,33,Active,http://www.redfin.com/OR/Portland/15303-SE-Bybee-Dr-97236/home/26611591,RMLS,21308369,45.4718244,-122.5066566
MLS Listing,Single Family Residential,10033 SW Quail Post Rd,Portland,OR,97219,535000,3,2,"Portland West, Raleigh Hills",1900,4356,1977,37,282,100,Active,http://www.redfin.com/OR/Portland/10033-SW-Quail-Post-Rd-97219/home/25822323,RMLS,21066680,45.4521738,-122.7074771
MLS Listing,Single Family Residential,9025 NW Wood Rose Loop,Portland,OR,97229,725000,3,2,FOREST HEIGHTS,2360,10018,1991,37,307,52,Active,http://www.redfin.com/OR/Portland/9025-NW-Wood-Rose-Loop-97229/home/25821522,RMLS,21433132,45.5354532,-122.7702947
MLS Listing,Townhouse,14747 NE Stanton Ct,Portland,OR,97230,385000,3,2,Portland Northeast,2334,2178,1973,43,165,360,Active,http://www.redfin.com/OR/Portland/14747-NE-Stanton-Ct-97230/home/26443058,RMLS,21074936,45.544526,-122.511424
MLS Listing,Single Family Residential,9446 N Haven Ave,Portland,OR,97203,479000,3,2.5,PORTSMOUTH/UNIVERSITY PARK,1560,2613,2006,43,307,98,Active,http://www.redfin.com/OR/Portland/9446-N-Haven-Ave-97203/home/26594432,RMLS,21273715,45.5910251,-122.717643
MLS Listing,Townhouse,12436 SE Caruthers St,Portland,OR,97233,239900,2,1.5,Portland Southeast,1096,2613,1988,44,219,300,Active,http://www.redfin.com/OR/Portland/12436-SE-Caruthers-St-97233/home/26502554,RMLS,21518030,45.504878,-122.534301
MLS Listing,Single Family Residential,7216 SE 154th Ave,Portland,OR,97236,579900,4,2.5,Portland Southeast,2630,8276,2003,47,220,33,Active,http://www.redfin.com/OR/Portland/7216-SE-154th-Ave-97236/home/25800408,RMLS,21636315,45.4704987,-122.5046069
MLS Listing,Single Family Residential,15127 SE Northern Heights Dr Lot 19,Happy Valley,OR,97086,995000,4,3.5,JACKSON HILLS,2992,6969,2021,47,333,42,Active,http://www.redfin.com/OR/Happy-Valley/15127-SE-Northern-Heights-Dr-97086/unit-19/home/171235496,RMLS,21487696,45.4584786,-122.509369
MLS Listing,Single Family Residential,8947 SE Stillwater Ln Lot 42,Happy Valley,OR,97086,899500,4,3,JACKSON HILLS,2413,6969,2021,47,373,42,Active,http://www.redfin.com/OR/Portland/8947-SE-Stillwater-LN-97086/unit-42/home/166841641,RMLS,21623378,45.458161,-122.508057
MLS Listing,Single Family Residential,3930 NW Loy Ct,Portland,OR,97229,735000,4,2.5,Thompson Highlands,2504,10018,1994,49,294,13,Active,http://www.redfin.com/OR/Portland/3930-NW-Loy-Ct-97229/home/26667548,RMLS,21278939,45.5480586,-122.803606
MLS Listing,Single Family Residential,11533 SE Flavel St,Portland,OR,97266,465000,3,2,Portland Southeast,1886,3920,1980,50,247,242,Active,http://www.redfin.com/OR/Portland/11533-SE-Flavel-St-97266/home/26522338,RMLS,21062293,45.4686637,-122.5445479
MLS Listing,Single Family Residential,4135 NW Devoto Ln,Portland,OR,97229,1475000,4,3.5,Forest Heights,5099,11761,2007,51,289,26,Active,http://www.redfin.com/OR/Portland/4135-NW-Devoto-Ln-97229/home/26635763,RMLS,21604363,45.5487714,-122.7797323
MLS Listing,Single Family Residential,16123 SE Rural Ct,Portland,OR,97236,569900,3,2.5,Portland Southeast,2350,6534,2002,51,243,33,Active,http://www.redfin.com/OR/Portland/16123-SE-Rural-Ct-97236/home/25771648,RMLS,21699216,45.4715454,-122.4972986
MLS Listing,Single Family Residential,17230 NW Catalpa St,Portland,OR,97229,729900,5,3.5,Bethany,2970,2613,2016,51,246,48,Active,http://www.redfin.com/OR/Portland/17230-NW-Catalpa-St-97229/home/112840665,RMLS,21684645,45.5767843,-122.8545426
MLS Listing,Single Family Residential,3005 NW Chapin Dr,Portland,OR,97229,1249000,4,2.5,FOREST HEIGHTS,4108,11761,2000,51,304,52,Active,http://www.redfin.com/OR/Portland/3005-NW-Chapin-Dr-97229/home/25789033,RMLS,21301154,45.5476878,-122.7685229
MLS Listing,Single Family Residential,5053 NW Bannister Dr,Portland,OR,97229,775000,5,3,NW Washington Co or Sauvie Island,3352,5662,2004,53,231,14,Active,http://www.redfin.com/OR/Portland/5053-NW-Bannister-Dr-97229/home/26662327,RMLS,21037575,45.5561726,-122.8084463
MLS Listing,Single Family Residential,11700 SW Foothill Dr,Portland,OR,97225,726900,4,2,CEDAR HILLS,2596,10890,1960,57,280,13,Active,http://www.redfin.com/OR/Portland/11700-SW-Foothill-Dr-97225/home/26619469,RMLS,21059118,45.5097672,-122.797056
MLS Listing,Townhouse,10268 NW Alder Grove Ln,Portland,OR,97229,375000,2,2,"Portland West, Raleigh Hills",1368,871,1998,58,274,434,Active,http://www.redfin.com/OR/Portland/10268-NW-Alder-Grove-Ln-97229/home/26458681,RMLS,21123145,45.5395799,-122.7816737
MLS Listing,Single Family Residential,15009 SE Northern Heights Dr Lot 16,Happy Valley,OR,97086,1100000,4,3.5,JACKSON HILLS,3072,6969,2021,59,358,42,Active,http://www.redfin.com/OR/Happy-Valley/15009-SE-Northern-Heights-Dr-97086/unit-16/home/166808459,RMLS,21016466,45.4584786,-122.509369
MLS Listing,Single Family Residential,8672 SE 133rd Pl,Happy Valley,OR,97086,850000,3,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2834,10890,2004,62,300,42,Active,http://www.redfin.com/OR/Happy-Valley/8672-SE-133rd-Pl-97086/home/26056860,RMLS,21607478,45.4605673,-122.5239038
MLS Listing,Single Family Residential,14446 NW Evergreen St,Portland,OR,97229,712500,4,2.5,Bosa No. 2,2227,6098,1997,65,320,31,Active,http://www.redfin.com/OR/Portland/14446-NW-Evergreen-St-97229/home/26652930,RMLS,21221916,45.5468689,-122.8255575
MLS Listing,Single Family Residential,11345 NW Odeon Ln,Portland,OR,97229,625000,4,2.5,NW Washington Co or Sauvie Island,2492,3484,2006,66,251,72,Active,http://www.redfin.com/OR/Portland/11345-NW-Odeon-Ln-97229/home/25757040,RMLS,21030561,45.537246,-122.7932247
MLS Listing,Single Family Residential,15730 SW Windham Ter,Tigard,OR,97224,669500,5,2.5,BARRINGTON HEIGHTS,3010,9147,1992,67,222,15,Active,http://www.redfin.com/OR/Tigard/15730-SW-Windham-Ter-97224/home/26661401,RMLS,21178576,45.4060815,-122.8230471
MLS Listing,Single Family Residential,5844 Ridgetop Ct,Lake Oswego,OR,97035,1198000,4,2.5,BAY CREEK ESTATES,3736,7405,1991,71,321,21,Active,http://www.redfin.com/OR/Lake-Oswego/5844-Ridgetop-Ct-97035/home/25939994,RMLS,21522557,45.4327414,-122.736286
MLS Listing,Townhouse,67 NE 134th Pl,Portland,OR,97230,402900,3,2.5,HARTS CROSSING,1323,2178,2021,71,305,148,Active,http://www.redfin.com/OR/Portland/67-NE-134th-Pl-97230/home/171721106,RMLS,21373988,45.523046,-122.525061
MLS Listing,Single Family Residential,14260 NW Linmere Ln,Portland,OR,97229,1499000,3,4,HARTUNG FARMS,3744,21780,2003,72,400,192,Active,http://www.redfin.com/OR/Portland/14260-NW-Linmere-Ln-97229/home/25853133,RMLS,21442324,45.5422014,-122.8239478
MLS Listing,Single Family Residential,376 NW 81st Pl,Portland,OR,97229,1399000,4,4,WEST HILLS,4118,30927,2003,75,340,42,Active,http://www.redfin.com/OR/Portland/376-NW-81st-Pl-97229/home/25808311,RMLS,21175095,45.5257319,-122.7599825
MLS Listing,Single Family Residential,375 NW 81st Pl,Portland,OR,97229,1575000,3,3.5,NW - West Hills,4589,13068,1997,77,343,67,Active,http://www.redfin.com/OR/Portland/375-NW-81st-Pl-97229/home/26641367,RMLS,21497691,45.5256995,-122.7604026
MLS Listing,Single Family Residential,13394 NW Keeton Park Ln,Portland,OR,97229,850000,5,2.5,WILLOW CREEK HEIGHTS,3146,6098,2002,81,270,33,Active,http://www.redfin.com/OR/Portland/13394-NW-Keeton-Park-Ln-97229/home/25750549,RMLS,21383126,45.5479995,-122.8147735
MLS Listing,Single Family Residential,12350 SE Holgate Blvd,Portland,OR,97236,375000,3,2,Portland Southeast,1494,27442,1979,85,251,258,Active,http://www.redfin.com/OR/Portland/12350-SE-Holgate-Blvd-97236/home/25754931,RMLS,21472453,45.4895316,-122.53625
MLS Listing,Single Family Residential,3632 SW 64th Pl,Portland,OR,97221,1875000,5,6.5,Laurian Grove,4834,15681,2016,85,388,158,Active,http://www.redfin.com/OR/Portland/3632-SW-64th-Pl-97221/home/25877694,RMLS,21326851,45.49646,-122.742695
MLS Listing,Townhouse,3909 NE Tillamook St,Portland,OR,97212,599900,3,2.5,GRANT PARK/HOLLYWOOD,2428,1742,1998,86,247,260,Active,http://www.redfin.com/OR/Portland/3909-NE-Tillamook-St-97212/home/25740987,RMLS,21433854,45.5379891,-122.6227554
MLS Listing,Single Family Residential,2119 NE 158th Ave,Portland,OR,97230,494960,3,2.5,SUMMERPLACE,2286,5662,1990,92,217,27,Active,http://www.redfin.com/OR/Portland/2119-NE-158th-Ave-97230/home/26473583,RMLS,21625739,45.5387552,-122.500907
MLS Listing,Single Family Residential,1129 NW Eloise Ln,Portland,OR,97229,1447000,5,4.5,NORTHWEST HEIGHTS,4840,43560,2007,98,299,333,Active,http://www.redfin.com/OR/Portland/1129-NW-Eloise-Ln-97229/home/25756514,RMLS,21089970,45.531505,-122.7502167
MLS Listing,Single Family Residential,9138 NW Murdock St,Portland,OR,97229,1250000,6,4,FOREST HEIGHTS,3655,10018,2002,99,342,52,Active,http://www.redfin.com/OR/Portland/9138-NW-Murdock-St-97229/home/26455184,RMLS,21614570,45.5437877,-122.7711802
MLS Listing,Single Family Residential,9310 SE Emmert View Ct,Happy Valley,OR,97086,839900,5,3.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",3575,8712,2004,100,235,70,Active,http://www.redfin.com/OR/Happy-Valley/9310-SE-Emmert-View-Ct-97086/home/25777736,RMLS,21586447,45.4573085,-122.5671469
MLS Listing,Single Family Residential,6351 SW Laber Rd,Portland,OR,97221,1475000,4,3.5,"Portland West, Raleigh Hills",4479,24829,2014,113,329,125,Active,http://www.redfin.com/OR/Portland/6351-SW-Laber-Rd-97221/home/45474318,RMLS,21211205,45.4962852,-122.7424172
MLS Listing,Single Family Residential,13616 NW Glendoveer Dr,Portland,OR,97231,2300000,4,5.5,Forest Park,7254,43560,1999,126,317,55,Active,http://www.redfin.com/OR/Portland/13616-NW-Glendoveer-Dr-97231/home/26513977,RMLS,21528178,45.5958243,-122.8177498
MLS Listing,Single Family Residential,8321 NW Ridgetop Ct,Portland,OR,97229,1950000,5,5.5,"Portland West, Raleigh Hills",6859,13503,2001,131,284,142,Active,http://www.redfin.com/OR/Portland/8321-NW-Ridgetop-Ct-97229/home/26575094,RMLS,21417319,45.5439057,-122.7623738
MLS Listing,Townhouse,628 SW Rustica Ter,Portland,OR,97225,420000,2,2.5,"Portland West, Raleigh Hills",1392,871,2005,141,302,292,Active,http://www.redfin.com/OR/Portland/628-SW-Rustica-Ter-97225/home/26725464,RMLS,21235112,45.5150555,-122.7838272
MLS Listing,Single Family Residential,3767 NW Devoto Ln,Portland,OR,97229,3195000,5,5,FOREST HEIGHTS,8022,11761,2002,145,398,50,Active,http://www.redfin.com/OR/Portland/3767-NW-Devoto-Ln-97229/home/26304659,RMLS,21566335,45.5510694,-122.7725927
MLS Listing,Single Family Residential,11422 SW Woodlee Heights Ct,Portland,OR,97219,699900,5,3.5,ARNOLD CREEK,3420,6098,1988,148,205,5,Active,http://www.redfin.com/OR/Portland/11422-SW-Woodlee-Heights-Ct-97219/home/26300278,RMLS,21004049,45.4429836,-122.6999248
MLS Listing,Single Family Residential,8851 SE Denali Dr,Happy Valley,OR,97086,1988000,7,7.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",8017,20037,2007,183,248,33,Active,http://www.redfin.com/OR/Happy-Valley/8851-SE-Denali-Dr-97086/home/25835521,RMLS,21500824,45.4587011,-122.5118153
MLS Listing,Single Family Residential,9330 SE Emmert View Ct,Happy Valley,OR,97086,1800000,5,3.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",6740,10454,2005,186,267,70,Active,http://www.redfin.com/OR/Happy-Valley/9330-SE-Emmert-View-Ct-97086/home/25762704,RMLS,21510573,45.4570224,-122.5661807
PAST SALE,Townhouse,2674 NE 6th Pl,Portland,OR,97212,480000,2,2.5,Eliot,1176,1742,1999,1535,408,158,Sold,http://www.redfin.com/OR/Portland/2674-NE-6th-Pl-97212/home/26427599,RMLS,17625987,45.541727,-122.65926
PAST SALE,Single Family Residential,8050 SE 140th Dr,Portland,OR,97236,570000,3,2.5,Eastridge / Pleasant Valley,2221,6534,1987,66,257,15,Sold,http://www.redfin.com/OR/Portland/8050-SE-140th-Dr-97236/home/26509118,RMLS,21650311,45.4651034,-122.5194491
PAST SALE,Single Family Residential,8412 NW Hawkins Blvd,Portland,OR,97229,909900,4,3.5,Forest Heights,4267,9583,2003,1747,213,49,Sold,http://www.redfin.com/OR/Portland/8412-NW-Hawkins-Blvd-97229/home/26576115,RMLS,16001317,45.5332885,-122.7639178
PAST SALE,Single Family Residential,4243 NW Twilight Ter,Portland,OR,97229,800000,4,3.5,SKYLINE HEIGHTS,4694,7840,2007,843,170,47,Sold,http://www.redfin.com/OR/Portland/4243-NW-Twilight-Ter-97229/home/25772718,RMLS,19137941,45.5516866,-122.7844836
PAST SALE,Single Family Residential,16063 SE Flavel Dr,Portland,OR,97236,530000,4,2.5,Portland Southeast,1885,6098,2001,64,281,33,Sold,http://www.redfin.com/OR/Portland/16063-SE-Flavel-Dr-97236/home/26298171,RMLS,21165861,45.4719293,-122.4982819
PAST SALE,Single Family Residential,7335 SE 157th Ave,Portland,OR,97236,584000,4,2.5,PLEASANT VALLEY,2477,6098,2002,73,236,33,Sold,http://www.redfin.com/OR/Portland/7335-SE-157th-Ave-97236/home/26569388,RMLS,21393819,45.4693918,-122.5016145
PAST SALE,Single Family Residential,16958 NW Stalder Ln,Portland,OR,97229,538500,5,3,ARBOR OAKS,2272,3484,2014,1230,237,105,Sold,http://www.redfin.com/OR/Portland/16958-NW-Stalder-Ln-97229/home/52329431,RMLS,18693360,45.5691103,-122.8517088
PAST SALE,Single Family Residential,16949 NW Stalder Ln,Portland,OR,97229,526000,5,3,ARBOR OAKS,2272,3920,2013,1635,232,102,Sold,http://www.redfin.com/OR/Portland/16949-NW-Stalder-Ln-97229/home/52328278,RMLS,17600694,45.5694856,-122.8516946
PAST SALE,Single Family Residential,3528 SW 64th Pl,Portland,OR,97221,1875000,4,4.5,Laurian Grove,5288,17424,2008,1730,355,83,Sold,http://www.redfin.com/OR/Portland/3528-SW-64th-Pl-97221/home/26612942,RMLS,16011222,45.49775,-122.742755
PAST SALE,Single Family Residential,11 Morningview Cir,Lake Oswego,OR,97035,578000,3,2.5,"Lake Oswego, West Linn",2845,5227,1997,1541,203,78,Sold,http://www.redfin.com/OR/Lake-Oswego/11-Morningview-Cir-97035/home/25853580,RMLS,17163950,45.4357448,-122.7179339
PAST SALE,Single Family Residential,5441 NW Rubicon Ln,Portland,OR,97229,1700000,5,4.5,"Portland West, Raleigh Hills",4644,37897,2016,1143,366,167,Sold,http://www.redfin.com/OR/Portland/5441-NW-Rubicon-Ln-97229/home/49682302,RMLS,18242374,45.5612486,-122.7880887
PAST SALE,Townhouse,12882 NW Clement Ln,Portland,OR,97229,341000,2,2,CEDAR MILL,1427,1306,2007,353,239,200,Sold,http://www.redfin.com/OR/Portland/12882-NW-Clement-Ln-97229/home/25780626,RMLS,20430959,45.52365,-122.8094851
PAST SALE,Single Family Residential,17400 NW Country Dr,Portland,OR,97229,485000,4,2,NW Washington Co or Sauvie Island,2499,8712,1995,773,194,8,Sold,http://www.redfin.com/OR/Portland/17400-NW-Country-Dr-97229/home/26657587,RMLS,19212251,45.5469244,-122.8563902
PAST SALE,Single Family Residential,12520 SW Douglas St,Portland,OR,97225,435000,4,2,CEDAR HILLS,1292,13939,1953,1095,337,11,Sold,http://www.redfin.com/OR/Portland/12520-SW-Douglas-St-97225/home/26705890,RMLS,18211394,45.5030137,-122.8057643
PAST SALE,Townhouse,15623 NE Beech St,Portland,OR,97230,203000,2,2,River View Village,1110,1742,2000,1492,183,110,Sold,http://www.redfin.com/OR/Portland/15623-NE-Beech-St-97230/home/26529404,RMLS,17444067,45.5501163,-122.5018233
PAST SALE,Townhouse,8739 N Crawford St,Portland,OR,97203,320000,2,3,Portland North,1248,871,2001,1221,256,183,Sold,http://www.redfin.com/OR/Portland/8739-N-Crawford-St-97203/home/26551116,RMLS,18333422,45.5886632,-122.7605285
PAST SALE,Townhouse,15635 NE Beech St,Portland,OR,97230,193125,2,2,Riverview Townhomes,1096,1742,2000,1823,176,110,Sold,http://www.redfin.com/OR/Portland/15635-NE-Beech-St-97230/home/26526065,RMLS,16660614,45.5501121,-122.501655
PAST SALE,Single Family Residential,15318 NW Decatur Way,Portland,OR,97229,581000,5,2.5,Bethany Crest,2536,5662,1997,1233,229,8,Sold,http://www.redfin.com/OR/Portland/15318-NW-Decatur-Way-97229/home/26686579,RMLS,18556503,45.5575351,-122.835123
PAST SALE,Single Family Residential,1311 NW Abernethy Rd,Portland,OR,97229,976000,5,3.5,FOREST HEIGHTS,4451,9147,1999,1222,219,49,Sold,http://www.redfin.com/OR/Portland/1311-NW-Abernethy-Rd-97229/home/26595516,RMLS,17644016,45.5328491,-122.7625349
PAST SALE,Single Family Residential,16933 NW Viola St,Portland,OR,97229,544500,5,3,ABBEY CREEK IN BETHANY,2506,3920,2019,898,217,34,Sold,http://www.redfin.com/OR/Portland/16933-NW-Viola-St-97229/home/112841439,RMLS,18515524,45.5736348,-122.8510307
PAST SALE,Single Family Residential,5226 NW 133rd Ave,Portland,OR,97229,760000,4,3,BETHANY - ARBOR HEIGHTS,3062,8276,2010,337,248,142,Sold,http://www.redfin.com/OR/Portland/5226-NW-133rd-Ave-97229/home/26649390,RMLS,20421063,45.5570846,-122.8132172
PAST SALE,Single Family Residential,2539 NW Marsden Pl,Portland,OR,97229,639900,3,3.5,Forest Heights,2600,6534,2000,1446,246,49,Sold,http://www.redfin.com/OR/Portland/2539-NW-Marsden-Pl-97229/home/25824403,RMLS,17628446,45.5415582,-122.7782992
PAST SALE,Single Family Residential,14162 NW Falconridge Ln,Portland,OR,97229,682500,4,2.5,OAKRIDGE ESTATES,2566,6534,1998,1055,266,27,Sold,http://www.redfin.com/OR/Portland/14162-NW-Falconridge-Ln-97229/home/26706280,RMLS,18100670,45.5514501,-122.8227129
PAST SALE,Single Family Residential,9036 SE Wyndham Way,Happy Valley,OR,97086,445000,3,3,ALTAMONT ON MT SCOTT,2334,5227,2006,1566,191,20,Sold,http://www.redfin.com/OR/Happy-Valley/9036-SE-Wyndham-Way-97086/home/25744558,RMLS,17281215,45.4552625,-122.5667957
PAST SALE,Single Family Residential,1258 SW Cardinell Way,Portland,OR,97201,980000,3,3.5,Portland Heights,3361,8712,1996,863,292,200,Sold,http://www.redfin.com/OR/Portland/1258-SW-Cardinell-Way-97201/home/25738392,RMLS,19134373,45.5080119,-122.6876965
PAST SALE,Single Family Residential,4655 NW 166th Ave,Portland,OR,97229,533610,4,2.5,NW Washington Co or Sauvie Island,2288,5227,2000,792,233,11,Sold,http://www.redfin.com/OR/Portland/4655-NW-166th-Ave-97229/home/25739742,RMLS,19408318,45.5530488,-122.8481328
PAST SALE,Single Family Residential,17157 NW Woodreed Ct,Portland,OR,97229,594995,5,3.5,GRACE HOLLOW II AT ABBEY CREEK,2612,3920,2019,740,228,74,Sold,http://www.redfin.com/OR/Portland/17157-NW-Woodreed-Ct-97229/home/144693735,RMLS,19662608,45.5711038,-122.8539284
PAST SALE,Single Family Residential,7307 NW Baneberry Pl,Portland,OR,97229,594494,4,3,Grace Hollow II at Abbey Creek,2509,3920,2018,1072,237,74,Sold,http://www.redfin.com/OR/Portland/7307-NW-Baneberry-Pl-97229/home/144693748,RMLS,18059535,45.57254767,-122.8541694
PAST SALE,Single Family Residential,7459 NW Oakfern Dr,Portland,OR,97229,569995,5,3,Grace Hollow II at Abbey Creek,2437,5227,2018,1145,234,74,Sold,http://www.redfin.com/OR/Portland/7459-NW-Oakfern-Dr-97229/home/144693763,RMLS,18239076,45.5737816,-122.8545605
PAST SALE,Single Family Residential,17254 NW Antonio St,Portland,OR,97229,635000,5,3,GRACE HOLLOW II AT ABBEY CREEK,2903,3920,2018,726,219,75,Sold,http://www.redfin.com/OR/Portland/17254-NW-Antonio-St-97229/home/144693715,RMLS,19053122,45.5703962,-122.8547301
