SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLAR PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MSL,LATITUDE,LONGITUDE,geometry
PAST SALE,Single Family Residential,9956 NW Skyline Heights Dr,Portland,OR,97229,933000,5,3.5,SKYLINE / FOREST HEIGHTS,3879,7840,2002,1241,241,42,Sold,http://www.redfin.com/OR/Portland/9956-NW-Skyline-Heights-Dr-97229/home/26564313,RMLS,18125615,45.5506472,-122.77901899999999,POINT (-13667697.87517766 5708630.219899767)
PAST SALE,Single Family Residential,9401 NW Ember Ln,Portland,OR,97229,482500,4,2.5,"Portland West, Raleigh Hills",2171,3049,2013,1608,222,52,Sold,http://www.redfin.com/OR/Portland/9401-NW-Ember-Ln-97229/home/26737759,RMLS,17583005,45.5278303,-122.7739131,POINT (-13667129.48898962 5705003.876501338)
PAST SALE,Single Family Residential,8596 SE Constance Dr,Happy Valley,OR,97086,866500,4,3.5,Altamont North,5695,23958,2006,627,152,67,Sold,http://www.redfin.com/OR/Happy-Valley/8596-SE-Constance-Dr-97086/home/25754954,RMLS,19147131,45.4597203,-122.56312539999999,POINT (-13643664.70956013 5694187.734966806)
PAST SALE,Single Family Residential,8547 SE Constance Dr,Happy Valley,OR,97086,811370,4,3.5,Altamont North,4754,12196,2005,1492,171,67,Sold,http://www.redfin.com/OR/Happy-Valley/8547-SE-Constance-Dr-97086/home/26069738,RMLS,17024115,45.4606614,-122.56249,POINT (-13643593.97715569 5694337.096353266)
PAST SALE,Single Family Residential,11542 SE Carter Ln,Portland,OR,97086,577624,5,3.0,LINCOLN HEIGHTS,3684,10018,2007,1590,157,45,Sold,http://www.redfin.com/OR/Happy-Valley/11542-SE-Carter-Ln-97086/home/25984152,RMLS,17189212,45.4551512,-122.5439727,POINT (-13641532.64074882 5693462.611423561)
PAST SALE,Single Family Residential,13380 SE Portland View Pl,Happy Valley,OR,97086,467720,3,2.5,The Falls,2760,6969,2004,1243,169,37,Sold,http://www.redfin.com/OR/Happy-Valley/13380-SE-Portland-View-Pl-97086/home/26051728,RMLS,18439510,45.4601201,-122.5256284,POINT (-13639490.56261386 5694251.186667647)
PAST SALE,Single Family Residential,12034 NW Hiller Ln Unit L139,Portland,OR,97229,1025997,5,4.5,NW Washington Co or Sauvie Island,3790,6969,2020,340,271,83,Sold,http://www.redfin.com/OR/Portland/12034-NW-Hiller-Ln-97229/home/161341836,RMLS,19567829,45.5500039,-122.8005023,POINT (-13670089.38519422 5708527.958559373)
PAST SALE,Single Family Residential,12574 NW Waker Dr,Portland,OR,97229,915000,4,3.5,NW Washington Co or Sauvie Island,4001,10018,2001,1234,229,12,Sold,http://www.redfin.com/OR/Portland/12574-NW-Waker-Dr-97229/home/26657520,RMLS,18557289,45.536877200000006,-122.80548190000002,POINT (-13670643.71173058 5706441.545467825)
PAST SALE,Single Family Residential,9287 SE Emmert View Ct,Happy Valley,OR,97086,480000,5,3.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2657,12632,2003,1116,181,70,Sold,http://www.redfin.com/OR/Happy-Valley/9287-SE-Emmert-View-Ct-97086/home/25750068,RMLS,18205303,45.4575838,-122.56756920000001,POINT (-13644159.39111332 5693848.661655374)
PAST SALE,Single Family Residential,10117 NW Langworthy Ter,Portland,OR,97229,1100000,4,3.5,"Portland West, Raleigh Hills",4893,10454,2004,1724,225,49,Sold,http://www.redfin.com/OR/Portland/10117-NW-Langworthy-Ter-97229/home/26566390,RMLS,16412779,45.548939000000004,-122.7815128,POINT (-13667975.4837238 5708358.680700503)
PAST SALE,Single Family Residential,6022 Eikrem Ln,Milwaukie,OR,97267,496512,3,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2180,8276,2003,1131,228,23,Sold,http://www.redfin.com/OR/Milwaukie/6022-SE-Eikrem-Ln-97267/home/26070346,RMLS,18244197,45.4017537,-122.6019557,POINT (-13647987.27878349 5684992.693496887)
PAST SALE,Single Family Residential,12052 SW Turnagain Dr,Tigard,OR,97224,715000,4,2.5,BULL MOUNTAIN,2242,6534,2016,75,319,36,Sold,http://www.redfin.com/OR/Tigard/12052-SW-Turnagain-Dr-97224/home/101102115,RMLS,21300204,45.4101441,-122.80140490000001,POINT (-13670189.86216661 5686323.049335855)
PAST SALE,Single Family Residential,12878 NW Kyla Ln,Portland,OR,97229,535000,3,2.5,NW Washington Co or Sauvie Island,2534,4791,2006,1311,211,21,Sold,http://www.redfin.com/OR/Portland/12878-NW-Kyla-Ln-97229/home/26731158,RMLS,17341296,45.5576309,-122.8089034,POINT (-13671024.59136832 5709740.449939343)
PAST SALE,Single Family Residential,5555 NW 132nd Ave,Portland,OR,97229,993000,6,3.0,NW Washington Co or Sauvie Island,3502,6098,2007,33,284,144,Sold,http://www.redfin.com/OR/Portland/5555-NW-132nd-Ave-97229/home/26732358,RMLS,21061770,45.55949570000001,-122.8132103,POINT (-13671504.03328322 5710036.928880887)
PAST SALE,Single Family Residential,5788 NW Skycrest Pkwy,Portland,OR,97229,620000,3,2.5,BETHANY TERRACE,2724,6098,2007,1566,228,13,Sold,http://www.redfin.com/OR/Portland/5788-NW-Skycrest-Pkwy-97229/home/25761692,RMLS,17041036,45.5614578,-122.8211725,POINT (-13672390.38133282 5710348.887880187)
PAST SALE,Single Family Residential,8948 SW 75th Pl,Portland,OR,97223,410000,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1496,2613,2009,738,274,23,Sold,http://www.redfin.com/OR/Portland/8948-SW-75th-Pl-97223/home/25881695,RMLS,19231948,45.4552602,-122.75345990000001,POINT (-13664852.64918053 5693479.909215357)
PAST SALE,Single Family Residential,13827 NW Thompson Rd,Portland,OR,97229,683000,4,2.5,NW Washington Co or Sauvie Island,3248,6534,2007,1577,210,138,Sold,http://www.redfin.com/OR/Portland/13827-NW-Thompson-Rd-97229/home/25775984,RMLS,17048319,45.5449177,-122.81948100000001,POINT (-13672202.08441414 5707719.478655939)
PAST SALE,Single Family Residential,7436 SE 157th Ave,Portland,OR,97236,443900,4,3.0,Hawthorne Ridge,2740,6098,2000,1509,162,33,Sold,http://www.redfin.com/OR/Portland/7436-SE-157th-Ave-97236/home/26406443,RMLS,17293623,45.4689158,-122.5011136,POINT (-13636761.58756096 5695647.253807497)
